#mpa_vJan25_CHOCOPhlAnSGB_202503
clade_name	KINGCO-007-AKQ014A	KINGCO-007-AKQ014B	KINGCO-007-AKQ01A	KINGCO-007-AKQ01B	KINGCO-007-AKQ02A	KINGCO-007-AKQ02B	KINGCO-007-AKQ03A	KINGCO-007-AKQ03B	KINGCO-007-AKQ05A	KINGCO-007-AKQ05B
k__Bacteria|p__Firmicutes|c__CFGB3023|o__OFGB3023	0.015096	0.051258	0.336639	0.271437	0.098791	0.795686	0.128909	0.076514	0.19935	0.151378
k__Bacteria|p__Firmicutes|c__CFGB94810|o__OFGB94810	0.014604	0.004907	0.023497	0.376921	0.01133	0.004904	0.013711	0.003136	0.006875	0.010907
k__Bacteria|p__Firmicutes|c__CFGB93792|o__OFGB93792	0.01407	0.037317	0.0	0.005202	0.0	0.726681	0.075532	0.127883	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3038|o__OFGB3038	0.013474	0.050044	0.0	0.009088	0.015161	0.014715	0.129879	0.196007	0.132759	0.035021
k__Bacteria|p__Firmicutes|c__CFGB88649|o__OFGB88649	0.012142	0.001503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1126|o__OFGB1126	0.012046	0.013304	0.00257	0.000224	0.002129	0.0146	0.165249	0.230603	0.011601	0.001988
k__Bacteria|p__Firmicutes|c__CFGB1262|o__OFGB1262	0.011923	0.028175	0.0	0.016037	0.0	0.110886	0.0	0.0	0.009098	0.029143
k__Bacteria|p__Firmicutes|c__CFGB2959|o__OFGB2959	0.011566	0.0	0.0	0.0	0.0	0.0	0.017444	0.021943	0.013128	0.0
k__Bacteria|p__Firmicutes|c__CFGB79330|o__OFGB79330	0.009916	0.061109	0.09275	0.228674	4.057073	2.809832	0.016784	0.014582	0.041867	0.0
k__Bacteria|p__Firmicutes|c__CFGB9828|o__OFGB9828	0.009737	0.066752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.058533
k__Bacteria|p__Firmicutes|c__CFGB45503|o__OFGB45503	0.009492	0.038201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1011|o__OFGB1011	0.008694	0.021564	0.057445	1.013876	0.141082	0.390188	0.022024	0.048231	0.05769	0.034028
k__Bacteria|p__Firmicutes|c__Clostridia|o__Christensenellales	0.008194	0.072103	0.061287	0.063236	0.23275	0.31307	0.195477	0.109134	0.081932	0.02598
k__Bacteria|p__Firmicutes|c__CFGB36777|o__OFGB36777	0.007874	0.030134	0.046043	0.078944	0.0	0.0	0.0	0.0	0.063411	0.043346
k__Bacteria|p__Firmicutes|c__CFGB94833|o__OFGB94833	0.007715	0.008448	0.002227	0.002898	0.003328	0.033541	0.0	0.005773	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB77220|o__OFGB77220	0.007203	0.010399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB88349|o__OFGB88349	0.006512	0.002879	0.0	0.018567	0.0	0.0	0.0	0.0	0.004972	0.0
k__Bacteria|p__Firmicutes|c__CFGB3034|o__OFGB3034	0.006216	0.016002	0.006738	0.011905	0.02394	0.109808	0.009976	0.009039	0.016764	0.010413
k__Bacteria|p__Firmicutes|c__CFGB2839|o__OFGB2839	0.006169	0.026607	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3004|o__OFGB3004	0.005854	0.007656	0.0	0.001012	0.0	0.0	0.000664	0.0012	0.00713	0.0
k__Bacteria|p__Firmicutes|c__CFGB1374|o__OFGB1374	0.005568	0.018023	0.018873	0.009495	0.007321	0.045723	0.082095	0.041972	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB82363|o__OFGB82363	0.005412	0.021469	0.010516	0.037832	0.0	0.0	0.0	0.0	0.035207	0.0
k__Bacteria|p__Firmicutes|c__CFGB1311|o__OFGB1311	0.004134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2838|o__OFGB2838	0.003417	0.006056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9639|o__OFGB9639	0.00335	0.008198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales	0.00329	0.024506	0.0	0.0	0.0	0.029177	0.032771	0.081939	0.042547	0.27986
k__Bacteria|p__Firmicutes|c__CFGB9644|o__OFGB9644	0.002875	0.003801	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2890|o__OFGB2890	0.002842	0.004204	0.0	0.0	0.0	0.0	1.373432	1.62084	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3057|o__OFGB3057	0.002645	0.026206	0.033117	0.01315	0.288341	0.53749	0.135899	0.092993	0.028132	0.030179
k__Bacteria|p__Firmicutes|c__CFGB2915|o__OFGB2915	0.002054	0.001033	0.0	0.000807	0.0	0.001638	0.0	0.0	0.017947	0.0
k__Bacteria|p__Firmicutes|c__CFGB1359|o__OFGB1359	0.001438	0.004236	0.0	0.0	0.0	0.0	0.0	0.0	0.013327	0.000544
k__Bacteria|p__Firmicutes|c__CFGB4605|o__OFGB4605	0.001211	0.004197	0.0	0.0	0.0	0.0	0.0	0.001745	0.002958	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	13.170309	8.639096	24.75824	24.057983	12.583363	11.803528	20.336428	17.080519	9.820473	11.994261
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae	12.517793	12.267528	4.383776	0.617455	3.009299	0.04316	4.542608	3.337345	2.248204	3.052433
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae	11.821396	11.850168	22.628895	29.264679	11.945999	8.038279	12.008909	21.354907	26.260363	11.749031
k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiia|o__Verrucomicrobiales|f__Akkermansiaceae	7.122047	5.278064	0.0	0.833395	0.0	0.0	0.0	0.0	1.390014	0.292917
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae	5.852554	3.679147	1.986964	3.207533	7.598385	13.028246	7.816063	5.016199	2.812436	5.359081
k__Bacteria|p__Firmicutes|c__CFGB10318|o__OFGB10318|f__FGB10318	5.795788	2.79044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae	4.359708	4.174023	0.013012	0.218132	4.20486	1.350055	0.097771	0.612744	0.52278	0.569632
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	3.91941	3.755471	1.504678	1.472666	2.273034	1.03696	3.34314	9.246275	5.496862	9.716181
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	2.314995	3.808752	0.837189	1.126168	0.774872	0.315505	5.774322	4.984936	5.194762	7.088873
k__Bacteria|p__Firmicutes|c__CFGB84486|o__OFGB84486|f__FGB84486	2.236763	1.024308	0.0	0.007266	0.0	0.0	0.101596	0.18823	0.420511	0.057901
k__Bacteria|p__Firmicutes|c__CFGB2982|o__OFGB2982|f__FGB2982	2.192133	0.438589	0.0	0.0	0.0	0.0	0.0	0.0	8.218047	1.701114
k__Archaea|p__Methanobacteriota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae	1.467197	2.434792	0.0	0.0	0.0	0.0	0.0	0.0	4.091608	3.733626
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Coprobacillaceae	1.433493	1.752787	0.037603	0.049265	1.634659	0.967093	0.273194	0.700392	0.174771	0.135294
k__Bacteria|p__Firmicutes|c__CFGB94588|o__OFGB94588|f__FGB94588	1.295854	1.24849	0.0	0.0	10.415553	10.945117	0.651946	1.526727	0.130215	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_incertae_sedis	1.283716	0.875309	0.931854	3.192493	2.325015	2.247806	0.273243	0.249115	2.360955	1.94133
k__Bacteria|p__Firmicutes|c__CFGB1354|o__OFGB1354|f__FGB1354	1.153208	0.785765	0.0	0.0	4.703689	1.933239	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3062|o__OFGB3062|f__FGB3062	0.953653	0.618643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3054|o__OFGB3054|f__FGB3054	0.782565	1.273277	0.13049	0.163957	0.211478	0.115478	0.720264	1.099566	0.235246	0.360983
k__Bacteria|p__Firmicutes|c__CFGB79315|o__OFGB79315|f__FGB79315	0.682575	0.725731	0.116801	0.207995	0.0	0.0	0.0	0.0	0.78415	0.16763
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae	0.678006	0.975131	1.408577	1.062773	3.360908	5.857766	3.725327	2.884788	1.085652	1.338655
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	0.652298	0.599121	1.833635	0.125912	0.034232	0.383497	0.170384	0.408786	1.608213	5.618535
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	0.572942	0.189702	0.0	0.0	1.972011	3.096893	0.0	0.0	0.0	0.001685
k__Bacteria|p__Firmicutes|c__CFGB9119|o__OFGB9119|f__FGB9119	0.570284	0.500463	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae	0.464952	0.381436	4.158431	1.779448	0.961659	0.456435	0.336245	0.491097	0.585616	1.347216
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae	0.459046	1.057323	1.898968	0.505167	0.803107	1.276835	1.952057	0.920712	0.11253	0.23146
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Acutalibacteraceae	0.378889	0.687232	0.10223	0.115856	0.221416	0.967714	0.242986	0.269537	0.118723	0.074916
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales|f__Peptostreptococcaceae	0.374121	0.385934	1.573307	0.843475	0.0	0.000583	0.010518	0.698463	0.016491	0.126513
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae	0.374027	0.363759	0.100029	0.475523	0.220136	0.14219	0.202219	0.832744	1.044176	1.806592
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae	0.357069	0.195391	0.606163	1.113545	0.22637	0.258714	0.264995	0.738543	0.0	0.0
k__Bacteria|p__Actinomycetota|c__CFGB77988|o__OFGB77988|f__FGB77988	0.352822	0.723901	2.098219	0.158141	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified	0.286462	0.441538	0.377119	0.417517	2.479572	3.843967	1.414512	1.40847	1.117654	0.903868
k__Bacteria|p__Firmicutes|c__CFGB2932|o__OFGB2932|f__FGB2932	0.27924	0.401572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB94730|o__OFGB94730|f__FGB94730	0.256387	0.201364	0.0	0.0	0.0	0.0	0.0	0.0	0.044181	0.0
k__Bacteria|p__Firmicutes|c__CFGB2875|o__OFGB2875|f__FGB2875	0.256098	0.43585	0.0	0.0	0.0	0.0	0.0	0.0	0.117626	0.01195
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	0.231998	0.334713	0.362061	0.160766	0.433274	0.464964	0.353604	1.91497	0.03936	0.001755
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae	0.223663	0.216714	0.103142	0.161583	0.052439	0.036546	1.046787	0.989976	0.211523	0.280347
k__Bacteria|p__Chloroflexota|c__CFGB3041|o__OFGB3041|f__FGB3041	0.197605	0.475851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Beduinellaceae	0.185702	0.097401	0.504327	0.468863	0.03045	0.075153	0.647732	0.431236	0.286752	0.447773
k__Bacteria|p__Firmicutes|c__CFGB9989|o__OFGB9989|f__FGB9989	0.180925	0.243227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2937|o__OFGB2937|f__FGB2937	0.167771	0.175991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765	0.157305	3.13925	1.05518	0.55001	1.356836	2.308497	18.744057	1.520505	0.081324	0.03175
k__Bacteria|p__Firmicutes|c__CFGB72904|o__OFGB72904|f__FGB72904	0.142228	0.326243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae	0.132761	0.234124	0.074317	0.041035	0.028986	0.0	0.040263	0.190514	0.281357	0.619231
k__Bacteria|p__Firmicutes|c__CFGB38642|o__OFGB38642|f__FGB38642	0.130055	0.463412	0.0	0.00641	0.100171	0.557757	0.387086	0.294517	0.707184	0.709213
k__Bacteria|p__Firmicutes|c__CFGB9718|o__OFGB9718|f__FGB9718	0.119626	0.239958	0.0	0.0	0.0	0.0	0.0	0.000149	2.7e-05	0.0
k__Bacteria|p__Firmicutes|c__CFGB3070|o__OFGB3070|f__FGB3070	0.10631	0.126471	0.0	0.004696	0.063451	0.349516	0.016224	0.007585	0.169405	0.046003
k__Bacteria|p__Thermodesulfobacteriota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae	0.103538	0.107444	0.011762	0.012334	0.006393	0.008755	0.032488	0.120109	0.151898	0.037319
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Butyricicoccaceae	0.095664	0.012021	0.118042	0.078724	0.013895	0.019208	0.0	0.0	0.037888	0.040946
k__Bacteria|p__Firmicutes|c__CFGB2952|o__OFGB2952|f__FGB2952	0.06986	0.053592	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis	0.068537	0.205779	0.163009	0.150816	0.542817	0.391281	0.64065	0.607035	0.136557	0.11931
k__Bacteria|p__Firmicutes|c__CFGB1217|o__OFGB1217|f__FGB1217	0.055428	0.125371	0.078085	0.037199	0.030784	0.019202	0.151513	0.11367	0.007405	0.005552
k__Bacteria|p__Bacteroidota|c__CFGB1670|o__OFGB1670|f__FGB1670	0.047098	0.083427	0.0	0.0	0.0	0.0	0.388789	0.259623	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9345|o__OFGB9345|f__FGB9345	0.044139	0.345967	0.0	0.0	0.0	0.0	0.0	0.0	2.676799	0.545082
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	0.043884	0.022316	0.181435	0.071163	0.129818	0.006521	0.0	0.014533	0.055055	0.015661
k__Bacteria|p__Firmicutes|c__CFGB1776|o__OFGB1776|f__FGB1776	0.041656	0.433302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB79291|o__OFGB79291|f__FGB79291	0.039279	0.122158	0.016984	0.016705	0.0	0.0	0.012926	0.006837	0.044617	0.0
k__Bacteria|p__Firmicutes|c__CFGB77202|o__OFGB77202|f__FGB77202	0.036594	0.081686	0.024688	0.02237	0.005937	0.013947	0.003364	0.00115	0.040698	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Actinomycetaceae	0.036557	0.081664	0.134504	0.040477	0.0	0.036785	0.013042	0.05966	0.013622	0.0
k__Bacteria|p__Firmicutes|c__CFGB15212|o__OFGB15212|f__FGB15212	0.034442	0.063398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacillota_unclassified|o__Bacillota_unclassified|f__Bacillota_unclassified	0.034436	0.105368	0.101907	0.104928	0.218682	0.412746	0.076654	0.153631	0.054368	0.012434
k__Bacteria|p__Firmicutes|c__CFGB78291|o__OFGB78291|f__FGB78291	0.032643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2846|o__OFGB2846|f__FGB2846	0.032215	0.027427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2984|o__OFGB2984|f__FGB2984	0.03081	0.195575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.090729
k__Bacteria|p__Firmicutes|c__CFGB48199|o__OFGB48199|f__FGB48199	0.030065	0.059753	0.0	0.0	0.0	0.001532	0.0	0.004318	0.0	0.0
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified	0.029293	0.019263	0.022476	0.04902	0.008088	0.0	0.0	0.017044	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3048|o__OFGB3048|f__FGB3048	0.027443	0.039361	0.022388	0.018688	0.043269	0.03091	0.006375	0.010451	0.024873	0.0
k__Bacteria|p__Firmicutes|c__CFGB10309|o__OFGB10309|f__FGB10309	0.025481	0.095598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae	0.024202	0.345699	0.435801	0.056515	0.0	0.0	0.0	0.129515	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae	0.02376	0.045523	0.183696	0.355013	0.0	0.0	0.319455	0.358577	0.041778	0.06795
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae	0.021885	0.097302	1.782568	1.629788	0.219461	0.122411	0.379193	1.095542	0.32607	0.229644
k__Bacteria|p__Firmicutes|c__CFGB88483|o__OFGB88483|f__FGB88483	0.021511	0.035424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB11916|o__OFGB11916|f__FGB11916	0.019521	0.012427	0.0	0.0	0.0	0.0	0.0	0.0	0.000125	0.0
k__Bacteria|p__Firmicutes|c__CFGB2957|o__OFGB2957|f__FGB2957	0.019477	0.016451	0.0	0.001478	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Monoglobales|f__Monoglobaceae	0.01933	0.052046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2837|o__OFGB2837|f__FGB2837	0.019033	0.050864	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Debaryomycetaceae	0.018514	0.038647	0.0	0.0	0.0	0.0	0.048232	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2834|o__OFGB2834|f__FGB2834	0.018345	0.010204	0.018149	0.010008	0.0	0.0	0.003836	0.0	0.011081	0.0
k__Bacteria|p__Firmicutes|c__CFGB30287|o__OFGB30287|f__FGB30287	0.016651	0.03682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3023|o__OFGB3023|f__FGB3023	0.015096	0.051258	0.336639	0.271437	0.098791	0.795686	0.128909	0.076514	0.19935	0.151378
k__Bacteria|p__Firmicutes|c__CFGB94810|o__OFGB94810|f__FGB94810	0.014604	0.004907	0.023497	0.376921	0.01133	0.004904	0.013711	0.003136	0.006875	0.010907
k__Bacteria|p__Firmicutes|c__CFGB93792|o__OFGB93792|f__FGB93792	0.01407	0.037317	0.0	0.005202	0.0	0.726681	0.075532	0.127883	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3038|o__OFGB3038|f__FGB3038	0.013474	0.050044	0.0	0.009088	0.015161	0.014715	0.129879	0.196007	0.132759	0.035021
k__Bacteria|p__Firmicutes|c__CFGB88649|o__OFGB88649|f__FGB88649	0.012142	0.001503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1126|o__OFGB1126|f__FGB1126	0.012046	0.013304	0.00257	0.000224	0.002129	0.0146	0.165249	0.230603	0.011601	0.001988
k__Bacteria|p__Firmicutes|c__CFGB1262|o__OFGB1262|f__FGB1262	0.011923	0.028175	0.0	0.016037	0.0	0.110886	0.0	0.0	0.009098	0.029143
k__Bacteria|p__Firmicutes|c__CFGB2959|o__OFGB2959|f__FGB2959	0.011566	0.0	0.0	0.0	0.0	0.0	0.017444	0.021943	0.013128	0.0
k__Bacteria|p__Firmicutes|c__CFGB79330|o__OFGB79330|f__FGB79330	0.009916	0.061109	0.09275	0.228674	4.057073	2.809832	0.016784	0.014582	0.041867	0.0
k__Bacteria|p__Firmicutes|c__CFGB9828|o__OFGB9828|f__FGB9828	0.009737	0.066752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.058533
k__Bacteria|p__Firmicutes|c__CFGB45503|o__OFGB45503|f__FGB45503	0.009492	0.038201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1011|o__OFGB1011|f__FGB1011	0.008694	0.021564	0.057445	1.013876	0.141082	0.390188	0.022024	0.048231	0.05769	0.034028
k__Bacteria|p__Firmicutes|c__Clostridia|o__Christensenellales|f__Christensenellaceae	0.008194	0.072103	0.061287	0.063236	0.23275	0.31307	0.195477	0.109134	0.081932	0.02598
k__Bacteria|p__Firmicutes|c__CFGB36777|o__OFGB36777|f__FGB36777	0.007874	0.030134	0.046043	0.078944	0.0	0.0	0.0	0.0	0.063411	0.043346
k__Bacteria|p__Firmicutes|c__CFGB94833|o__OFGB94833|f__FGB94833	0.007715	0.008448	0.002227	0.002898	0.003328	0.033541	0.0	0.005773	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB77220|o__OFGB77220|f__FGB77220	0.007203	0.010399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB88349|o__OFGB88349|f__FGB88349	0.006512	0.002879	0.0	0.018567	0.0	0.0	0.0	0.0	0.004972	0.0
k__Bacteria|p__Firmicutes|c__CFGB3034|o__OFGB3034|f__FGB3034	0.006216	0.016002	0.006738	0.011905	0.02394	0.109808	0.009976	0.009039	0.016764	0.010413
k__Bacteria|p__Firmicutes|c__CFGB2839|o__OFGB2839|f__FGB2839	0.006169	0.026607	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3004|o__OFGB3004|f__FGB3004	0.005854	0.007656	0.0	0.001012	0.0	0.0	0.000664	0.0012	0.00713	0.0
k__Bacteria|p__Firmicutes|c__CFGB1374|o__OFGB1374|f__FGB1374	0.005568	0.018023	0.018873	0.009495	0.007321	0.045723	0.082095	0.041972	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB82363|o__OFGB82363|f__FGB82363	0.005412	0.021469	0.010516	0.037832	0.0	0.0	0.0	0.0	0.035207	0.0
k__Bacteria|p__Firmicutes|c__CFGB1311|o__OFGB1311|f__FGB1311	0.004134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2838|o__OFGB2838|f__FGB2838	0.003417	0.006056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9639|o__OFGB9639|f__FGB9639	0.00335	0.008198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Micrococcaceae	0.00329	0.024506	0.0	0.0	0.0	0.019994	0.0	0.0	0.001954	0.0
k__Bacteria|p__Firmicutes|c__CFGB9644|o__OFGB9644|f__FGB9644	0.002875	0.003801	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2890|o__OFGB2890|f__FGB2890	0.002842	0.004204	0.0	0.0	0.0	0.0	1.373432	1.62084	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3057|o__OFGB3057|f__FGB3057	0.002645	0.026206	0.033117	0.01315	0.288341	0.53749	0.135899	0.092993	0.028132	0.030179
k__Bacteria|p__Firmicutes|c__CFGB2915|o__OFGB2915|f__FGB2915	0.002054	0.001033	0.0	0.000807	0.0	0.001638	0.0	0.0	0.017947	0.0
k__Bacteria|p__Firmicutes|c__CFGB1359|o__OFGB1359|f__FGB1359	0.001438	0.004236	0.0	0.0	0.0	0.0	0.0	0.0	0.013327	0.000544
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	0.001384	0.319643	0.50309	0.009719	0.001525	0.021909	0.00449	0.115665	0.009171	0.291972
k__Bacteria|p__Firmicutes|c__CFGB4605|o__OFGB4605|f__FGB4605	0.001211	0.004197	0.0	0.0	0.0	0.0	0.0	0.001745	0.002958	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Yeguiaceae	0.000622	0.018381	0.0	0.0	0.0	0.0	0.008874	0.012366	0.01256	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia	12.517793	12.080808	4.383776	0.617455	3.009299	0.04316	4.537211	3.337345	2.248204	3.042565
k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiia|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia	7.122047	5.278064	0.0	0.833395	0.0	0.0	0.0	0.0	1.390014	0.292917
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium	5.852554	3.679147	1.986964	3.207533	7.598385	13.024928	7.816063	5.016199	2.807555	5.29839
k__Bacteria|p__Firmicutes|c__CFGB10318|o__OFGB10318|f__FGB10318|g__GGB4664	5.732821	2.740208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Coprococcus	5.118358	1.943229	4.359486	1.829056	1.377437	0.9518	1.187742	0.604865	1.040842	1.341565
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister	4.343587	4.164323	0.005269	0.218132	3.716134	1.009753	0.097771	0.611452	0.52278	0.568462
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	3.212723	3.034481	0.753215	0.970846	1.786271	0.941794	2.895302	6.523455	2.752404	5.801101
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9634	2.831163	3.501019	0.0	0.0	0.0	0.0	1.534219	1.829709	0.799708	0.204048
